Word,Val,Val_z
odor,3.0,-1.62
odyssey,5.7,0.5
oedipal,3.95,-0.87
offence,3.4,-1.31
offend,3.29,-1.39
offender,3.25,-1.42
offense,4.05,-0.8
offensive,3.8,-0.99
offer,5.67,0.48
office,4.54,-0.41
officer,4.91,-0.12
official,5.75,0.54
offset,4.79,-0.21
offshore,4.95,-0.09
offspring,5.89,0.65
ogre,3.57,-1.17
oil,3.91,-0.91
oily,4.14,-0.72
oink,5.21,0.11
ointment,4.81,-0.2
okra,5.55,0.38
old,3.19,-1.47
olden,5.25,0.15
oldie,5.41,0.27
oldies,5.53,0.37
olive,6.05,0.77
omega,5.5,0.34
omelet,6.25,0.93
omen,3.77,-1.01
ominous,3.95,-0.87
omission,4.71,-0.28
onboard,5.1,0.03
oncologist,3.45,-1.27
oncology,3.32,-1.37
oncoming,4.68,-0.3
one,6.09,0.8
oneness,6.4,1.05
ongoing,4.79,-0.21
onion,5.37,0.24
onset,4.35,-0.56
onstage,5.48,0.33
oodles,5.74,0.53
oomph,5.52,0.36
ooze,3.57,-1.17
op,5.21,0.11
opal,6.0,0.73
open,6.14,0.84
opener,6.0,0.73
opening,5.95,0.7
openness,6.52,1.14
opera,5.68,0.48
operate,5.37,0.24
operation,2.94,-1.67
operational,5.6,0.42
operative,5.9,0.66
operator,4.85,-0.17
opiate,5.35,0.22
opinion,6.38,1.03
opinionated,5.57,0.4
opium,3.42,-1.29
opponent,4.42,-0.51
opportunity,7.1,1.6
oppose,4.21,-0.67
opposing,3.85,-0.95
opposite,4.77,-0.23
opposition,3.21,-1.45
oppressed,3.1,-1.54
oppression,2.67,-1.88
oppressive,3.05,-1.58
oppressor,2.81,-1.77
ops,5.05,-0.01
opt,4.85,-0.17
optic,5.6,0.42
optical,5.15,0.07
optics,6.37,1.02
optimism,7.21,1.68
optimist,7.19,1.67
optimistic,7.45,1.87
optimum,7.38,1.82
option,6.37,1.02
optional,5.76,0.55
oracle,6.16,0.86
oral,4.95,-0.09
orange,6.81,1.37
orange juice,6.62,1.22
orangutan,5.74,0.53
orb,5.0,-0.05
orbit,5.95,0.7
orbital,5.5,0.34
orchard,6.15,0.85
orchestra,6.5,1.13
orchid,7.0,1.52
ordeal,3.84,-0.96
order,5.82,0.59
orderly,6.36,1.02
ordinance,4.75,-0.25
ordinary,5.05,-0.01
ordnance,4.52,-0.43
ore,5.78,0.56
oregano,6.11,0.82
organ,4.95,-0.09
organic,5.55,0.38
organism,6.0,0.73
organist,5.67,0.48
organization,5.71,0.51
organize,6.75,1.32
organizer,6.35,1.01
orgasm,8.01,2.31
orgy,5.37,0.24
oriental,6.26,0.94
orientation,6.0,0.73
orifice,4.48,-0.46
origami,5.95,0.7
origin,5.19,0.1
original,7.5,1.91
originality,6.94,1.47
ornament,6.63,1.23
ornery,3.85,-0.95
orphan,2.9,-1.7
orphanage,2.95,-1.66
orphaned,2.55,-1.97
orthodontist,4.38,-0.54
orthodox,3.95,-0.87
orthopedic,4.32,-0.58
ostentatious,5.05,-0.01
ostrich,5.16,0.08
other,5.41,0.27
otter,6.95,1.48
ought,5.0,-0.05
ounce,5.65,0.46
outage,3.86,-0.94
outback,5.3,0.19
outbid,4.86,-0.16
outboard,5.15,0.07
outbreak,2.47,-2.03
outburst,4.15,-0.72
outcast,2.86,-1.73
outcome,5.62,0.44
outdated,3.63,-1.12
outdo,4.95,-0.09
outdoor,7.33,1.78
outdoors,6.91,1.45
outer,5.19,0.1
outfit,6.05,0.77
outgoing,6.89,1.43
outgrow,4.4,-0.52
outhouse,4.19,-0.69
outing,6.09,0.8
outlaw,4.1,-0.76
outlet,5.45,0.3
outline,5.1,0.03
outlive,5.52,0.36
outlook,6.15,0.85
outnumber,3.86,-0.94
outpatient,4.14,-0.72
outpost,4.67,-0.31
output,4.85,-0.17
outrage,2.97,-1.64
outraged,3.21,-1.45
outrageous,4.19,-0.69
outrank,4.4,-0.52
outreach,4.94,-0.1
outrun,6.26,0.94
outsider,4.3,-0.6
outskirts,5.0,-0.05
outsmart,5.8,0.58
outspoken,6.16,0.86
outstanding,7.1,1.6
outstretched,5.19,0.1
outweigh,4.19,-0.69
outwit,5.3,0.19
oval,5.14,0.06
ovary,5.23,0.13
ovation,5.21,0.11
oven,6.16,0.86
overactive,5.19,0.1
overall,5.17,0.08
overbearing,3.65,-1.11
overcast,4.35,-0.56
overcoat,5.43,0.29
overcome,6.81,1.37
overcrowded,2.55,-1.97
overdo,3.61,-1.14
overdose,2.67,-1.88
overdrive,5.43,0.29
overdue,3.39,-1.31
overestimate,5.33,0.21
overflow,4.76,-0.24
overgrown,3.29,-1.39
overhaul,5.23,0.13
overhear,3.89,-0.92
overheated,3.63,-1.12
overjoyed,7.17,1.65
overkill,3.35,-1.34
overlap,3.95,-0.87
overlapping,4.9,-0.13
overlay,4.58,-0.38
overload,3.64,-1.12
overlook,4.3,-0.6
overlord,3.73,-1.05
overpass,4.77,-0.23
overpower,4.14,-0.72
overpriced,3.05,-1.58
overprotective,3.16,-1.49
overrated,3.65,-1.11
overreact,3.59,-1.16
override,4.33,-0.58
overriding,4.38,-0.54
overrun,3.14,-1.51
oversee,5.68,0.48
overseer,4.71,-0.28
oversight,3.6,-1.15
oversized,4.4,-0.52
overtake,3.95,-0.87
overthrow,3.71,-1.06
overtime,4.8,-0.21
overture,5.33,0.21
overview,4.85,-0.17
overweight,3.14,-1.51
overwhelm,3.3,-1.38
overwhelmed,2.8,-1.78
overwhelming,3.89,-0.92
overworked,1.9,-2.48
overwrought,3.52,-1.21
overzealous,5.16,0.08
owe,3.56,-1.18
owl,6.3,0.97
owner,6.38,1.03
ownership,5.85,0.62
ox,4.95,-0.09
oxide,5.53,0.37
oxygen,7.25,1.71
oyster,4.81,-0.2
ozone,5.05,-0.01
pace,5.0,-0.05
pacemaker,4.9,-0.13
pacifier,5.52,0.36
pacifist,4.78,-0.22
pacify,5.67,0.48
pack,5.55,0.38
package,5.17,0.08
packaging,5.15,0.07
packer,4.9,-0.13
packet,5.16,0.08
pact,5.0,-0.05
pad,5.14,0.06
padded,5.14,0.06
padding,5.25,0.15
paddle,5.38,0.25
paddle boat,5.85,0.62
padlock,4.8,-0.21
padre,5.84,0.61
pagan,5.0,-0.05
page,6.09,0.8
pageant,5.0,-0.05
pager,3.8,-0.99
paging,4.71,-0.28
pagoda,5.6,0.42
pail,4.5,-0.44
pain,2.0,-2.4
painful,2.58,-1.95
painkiller,5.43,0.29
painless,7.4,1.83
paint,5.74,0.53
paintball,5.22,0.12
paintbrush,6.18,0.88
painter,6.6,1.2
painting,6.9,1.44
pair,5.95,0.7
paisley,5.6,0.42
pajama,6.86,1.41
pal,6.67,1.26
palace,6.1,0.81
palate,5.89,0.65
pale,4.11,-0.75
paleontology,5.82,0.59
palette,5.14,0.06
pallet,4.73,-0.26
palm,6.05,0.77
palomino,5.64,0.45
palpable,4.85,-0.17
pamper,7.11,1.6
pamphlet,4.37,-0.54
pan,5.15,0.07
pancake,7.71,2.08
pancakes,7.43,1.86
pancreas,4.14,-0.72
panda,7.55,1.95
pandemonium,4.4,-0.52
pane,4.95,-0.09
panel,4.81,-0.2
pang,4.94,-0.1
panhandle,4.05,-0.8
panic,2.56,-1.96
panicky,3.84,-0.96
pansy,4.1,-0.76
pant,5.33,0.21
pantheon,5.9,0.66
panther,6.1,0.81
panties,6.38,1.03
pantry,5.38,0.25
pants,5.62,0.44
panty,5.94,0.69
pantyhose,5.5,0.34
pap,4.71,-0.28
papa,7.0,1.52
papaya,6.43,1.07
paper,5.42,0.28
paperback,6.5,1.13
paperboy,5.41,0.27
paperweight,5.05,-0.01
paperwork,4.25,-0.64
paprika,6.4,1.05
par,4.85,-0.17
parachute,5.2,0.11
parade,6.37,1.02
paradigm,5.55,0.38
paradise,7.0,1.52
paradox,5.4,0.26
paraffin,5.1,0.03
paragraph,5.4,0.26
parakeet,6.65,1.24
paralegal,4.52,-0.43
parallel,5.29,0.18
paralysis,2.9,-1.7
paralyze,2.52,-2.0
paramedic,5.16,0.08
paramedics,5.05,-0.01
paramilitary,3.82,-0.98
paranoia,2.6,-1.93
paranoid,2.9,-1.7
paranormal,4.05,-0.8
paraphernalia,5.11,0.04
paraplegic,2.85,-1.74
parasite,1.9,-2.48
parasitic,1.95,-2.44
parasol,5.57,0.4
parcel,5.45,0.3
parched,3.3,-1.38
parchment,5.48,0.33
pardon,5.5,0.34
parent,6.73,1.31
parental,6.21,0.9
parenthood,6.05,0.77
parenting,7.24,1.71
pariah,3.71,-1.06
parish,4.0,-0.83
park,7.0,1.52
parka,5.84,0.61
parking,4.57,-0.39
parkinsons,2.09,-2.33
parlay,5.15,0.07
parliament,4.9,-0.13
parlor,5.85,0.62
parmesan,7.0,1.52
parody,5.75,0.54
parole,3.25,-1.42
parrot,6.79,1.35
parsley,6.26,0.94
part,4.77,-0.23
partake,5.79,0.57
partial,5.29,0.18
participant,5.32,0.2
participate,5.5,0.34
participation,6.15,0.85
particle,5.24,0.14
particular,5.05,-0.01
parting,3.95,-0.87
partition,4.0,-0.83
partner,7.11,1.6
partnership,6.5,1.13
partridge,5.95,0.7
party,7.18,1.66
pass,5.73,0.52
passage,5.88,0.64
passageway,5.58,0.4
passenger,4.55,-0.4
passion,7.53,1.93
passionate,7.17,1.65
passive,4.84,-0.18
passkey,5.37,0.24
passport,6.0,0.73
password,5.5,0.34
past,5.09,0.02
pasta,7.08,1.58
paste,4.95,-0.09
pastime,5.94,0.69
pastor,5.35,0.22
pastrami,6.38,1.03
pastry,6.9,1.44
pasture,6.15,0.85
pasty,3.94,-0.88
patch,5.11,0.04
patent,5.34,0.22
patented,5.05,-0.01
paternal,5.86,0.62
paternity,5.81,0.59
path,5.71,0.51
pathetic,3.11,-1.53
pathological,2.71,-1.85
pathologist,4.2,-0.68
pathology,3.91,-0.91
pathway,6.05,0.77
patience,6.62,1.22
patient,6.71,1.29
patio,6.61,1.21
patriot,5.8,0.58
patriotic,6.6,1.2
patriotism,6.55,1.17
patrol,4.04,-0.8
patrolman,4.63,-0.34
patron,5.7,0.5
patronize,3.48,-1.24
patronizing,3.11,-1.53
patter,5.79,0.57
pattern,5.53,0.37
pauper,3.95,-0.87
pause,5.53,0.37
pave,5.61,0.43
pavement,5.5,0.34
pavilion,6.1,0.81
paw,5.43,0.29
pawn,3.9,-0.91
pawnshop,4.63,-0.34
pay,6.23,0.91
payable,6.75,1.32
payback,5.09,0.02
paycheck,7.48,1.9
payday,7.95,2.26
payload,5.42,0.28
payment,5.16,0.08
payoff,6.5,1.13
payout,6.58,1.19
payphone,5.11,0.04
payroll,6.19,0.88
pea,6.0,0.73
peace,7.75,2.11
peaceful,8.0,2.3
peacekeeper,6.79,1.35
peacetime,6.7,1.28
peach,6.83,1.39
peachy,6.47,1.1
peak,6.1,0.81
peanut,6.38,1.03
peanuts,5.63,0.44
pear,6.7,1.28
pearl,6.05,0.77
pearly,6.43,1.07
peas,6.1,0.81
peasant,4.62,-0.35
pebble,5.72,0.51
pecan,6.63,1.23
pecker,4.81,-0.2
peculiar,4.68,-0.3
pedal,5.16,0.08
peddle,4.89,-0.14
peddler,3.77,-1.01
pedestal,5.81,0.59
pedestrian,5.21,0.11
pediatric,5.75,0.54
pediatrician,6.95,1.48
pediatrics,5.29,0.18
pedicure,6.14,0.84
pedigree,6.33,0.99
pedophile,1.26,-2.98
pee,4.5,-0.44
peek,5.37,0.24
peekaboo,6.28,0.95
peel,4.68,-0.3
peep,4.42,-0.51
peeper,2.89,-1.71
peephole,4.29,-0.61
peer,5.64,0.45
peeved,3.55,-1.19
pelican,6.21,0.9
pellet,4.65,-0.32
pelvic,5.42,0.28
pelvis,5.33,0.21
pen,5.63,0.44
penal,3.55,-1.19
penalty,2.8,-1.78
penance,4.77,-0.23
penchant,5.47,0.32
pencil,5.65,0.46
pendant,5.83,0.6
pending,3.79,-1.0
pendulum,5.17,0.08
penetrate,5.71,0.51
penetration,5.81,0.59
penguin,6.65,1.24
penicillin,5.67,0.48
penile,4.15,-0.72
peninsula,5.95,0.7
penis,5.3,0.19
penitent,4.81,-0.2
penitentiary,2.05,-2.36
penmanship,5.62,0.44
pennant,5.42,0.28
penniless,2.55,-1.97
penny,6.29,0.96
pension,6.19,0.88
pentagram,4.42,-0.51
penthouse,6.42,1.06
people,5.7,0.5
pep,6.15,0.85
pepper,5.63,0.44
peppermint,6.84,1.39
pepperoni,6.26,0.94
peppy,6.19,0.88
Pepsi,6.3,0.97
peptide,4.74,-0.25
perceive,5.81,0.59
percent,5.67,0.48
percentage,4.81,-0.2
percentile,4.55,-0.4
perception,6.05,0.77
perceptive,5.95,0.7
perch,5.35,0.22
percussion,6.53,1.15
perfect,7.19,1.67
perfection,6.59,1.2
perfectionist,5.91,0.66
perfecto,7.3,1.75
perform,6.48,1.11
performance,6.2,0.89
performer,5.75,0.54
perfume,6.58,1.19
perfumed,6.4,1.05
peril,3.19,-1.47
perilous,4.57,-0.39
perimeter,5.45,0.3
period,3.33,-1.36
periodic,4.79,-0.21
peripheral,4.95,-0.09
periscope,5.21,0.11
perish,2.22,-2.23
perjury,2.95,-1.66
perk,7.32,1.77
perky,6.0,0.73
perm,5.05,-0.01
permanent,5.06,-0.0
permissible,5.3,0.19
permission,5.14,0.06
permit,5.26,0.15
peroxide,5.11,0.04
perpetrator,3.52,-1.21
perpetual,5.75,0.54
persecute,3.11,-1.53
persecution,3.21,-1.45
perseverance,6.33,0.99
persist,4.74,-0.25
persistence,6.21,0.9
persistent,5.71,0.51
person,6.1,0.81
persona,5.37,0.24
personal,6.09,0.8
personality,6.14,0.84
personnel,5.37,0.24
perspective,6.21,0.9
perspiration,4.0,-0.83
persuade,5.67,0.48
persuasion,5.67,0.48
persuasive,5.84,0.61
pert,4.95,-0.09
pertinent,5.24,0.14
perverse,3.52,-1.21
perversion,3.55,-1.19
pervert,2.45,-2.05
perverted,3.26,-1.41
pesky,4.15,-0.72
pessimist,3.81,-0.98
pessimistic,3.9,-0.91
pest,2.67,-1.88
pester,3.26,-1.41
pestilence,2.95,-1.66
pestle,4.67,-0.31
pesto,5.91,0.66
pet,7.05,1.56
petal,6.68,1.27
petite,5.86,0.62
petition,4.8,-0.21
petitioner,5.55,0.38
petrified,3.37,-1.33
petrol,4.52,-0.43
petroleum,3.95,-0.87
petticoat,5.57,0.4
petty,4.4,-0.52
petunia,6.22,0.91
pew,5.38,0.25
peyote,4.77,-0.23
phantom,4.26,-0.63
pharaoh,5.45,0.3
pharmaceutical,4.67,-0.31
pharmacist,6.33,0.99
pharmacy,5.05,-0.01
phase,5.29,0.18
pheasant,4.95,-0.09
phenomenal,7.11,1.6
phenomenon,6.79,1.35
pheromone,5.5,0.34
phi,4.33,-0.58
philanthropist,6.57,1.18
philistine,3.52,-1.21
philosopher,6.63,1.23
philosophical,6.21,0.9
philosophy,5.48,0.33
phlegm,2.52,-2.0
phobia,3.68,-1.09
phone,6.09,0.8
phonograph,6.14,0.84
phony,2.52,-2.0
phooey,3.53,-1.2
phosphate,4.74,-0.25
phosphorus,4.43,-0.5
photo,6.58,1.19
photogenic,6.74,1.31
photograph,6.61,1.21
photographer,6.71,1.29
photographic,6.81,1.37
photography,6.67,1.26
photon,4.9,-0.13
phrase,5.5,0.34
physical,5.9,0.66
physical therapist,6.25,0.93
physician,5.24,0.14
physicist,5.9,0.66
physics,5.53,0.37
physiological,4.76,-0.24
physiology,5.16,0.08
physique,5.74,0.53
pi,5.4,0.26
pianist,7.15,1.64
piano,6.4,1.05
piazza,6.53,1.15
piccolo,5.5,0.34
pick,5.91,0.66
picker,4.38,-0.54
picket,4.38,-0.54
pickle,6.52,1.14
pickled,5.55,0.38
pickpocket,2.35,-2.13
pickup,4.84,-0.18
picky,3.9,-0.91
picnic,7.11,1.6
picture,6.73,1.31
pictures,7.22,1.69
picturesque,7.35,1.79
pie,6.45,1.09
piece,5.23,0.13
pier,5.86,0.62
piety,5.0,-0.05
pig,4.83,-0.18
pigeon,5.58,0.4
piggy,4.71,-0.28
piggyback,5.15,0.07
pigheaded,3.16,-1.49
piglet,6.13,0.84
pigskin,4.47,-0.47
pigsty,2.86,-1.73
pike,4.73,-0.26
pile,4.74,-0.25
pileup,2.76,-1.81
pilgrim,5.16,0.08
pilgrimage,5.24,0.14
pill,4.16,-0.71
pillage,3.79,-1.0
pillar,5.48,0.33
pillbox,4.73,-0.26
pillow,7.0,1.52
pillowcase,6.3,0.97
pilot,6.0,0.73
pimp,3.05,-1.58
pimple,2.11,-2.32
pin,5.29,0.18
pinball,6.1,0.81
pinch,3.5,-1.23
pine,6.58,1.19
pineapple,6.9,1.44
ping,5.67,0.48
pinhead,3.95,-0.87
pink,6.68,1.27
pinkie,5.82,0.59
pinnacle,5.26,0.15
pinot,5.71,0.51
pinpoint,5.27,0.16
pint,5.53,0.37
pinto,4.05,-0.8
pinup,5.74,0.53
pioneer,6.0,0.73
pious,3.95,-0.87
pipe,4.75,-0.25
pipeline,5.05,-0.01
piping,5.09,0.02
pipsqueak,4.14,-0.72
piracy,5.65,0.46
piranha,3.5,-1.23
pirate,4.19,-0.69
piss,2.73,-1.83
pisser,4.1,-0.76
pistachio,6.09,0.8
pistol,3.92,-0.9
piston,4.57,-0.39
pit,3.85,-0.95
pita,5.95,0.7
pitch,5.52,0.36
pitcher,5.7,0.5
pitchfork,3.53,-1.2
pithy,4.67,-0.31
pitiful,2.89,-1.71
pituitary,4.79,-0.21
pity,3.18,-1.48
pivot,4.95,-0.09
pivotal,5.19,0.1
pixie,6.5,1.13
pizza,7.89,2.22
pizzazz,6.79,1.35
pizzeria,6.52,1.14
place,5.86,0.62
placebo,4.6,-0.36
placement,4.96,-0.08
placenta,5.05,-0.01
placid,4.84,-0.18
plague,2.42,-2.07
plaid,5.71,0.51
plain,5.08,0.01
plainclothes,4.94,-0.1
plaintiff,4.0,-0.83
plan,6.14,0.84
plane,5.72,0.51
planet,6.27,0.95
planetarium,6.9,1.44
planetary,6.67,1.26
plank,4.76,-0.24
plankton,5.36,0.23
planner,6.32,0.99
plant,7.05,1.56
plantation,4.57,-0.39
planter,5.85,0.62
plaque,3.38,-1.32
plasma,6.05,0.77
plaster,5.24,0.14
plastic,4.48,-0.46
plate,4.8,-0.21
plateau,5.84,0.61
platform,5.0,-0.05
plating,5.14,0.06
platinum,6.2,0.89
platonic,4.63,-0.34
platoon,4.65,-0.32
platter,5.3,0.19
plausible,5.38,0.25
play,7.55,1.95
playa,4.64,-0.33
playback,5.76,0.55
playbook,6.14,0.84
playboy,4.15,-0.72
player,5.55,0.38
playful,7.63,2.01
playground,7.14,1.63
playhouse,6.29,0.96
playmate,7.3,1.75
playoff,5.14,0.06
playpen,5.95,0.7
playroom,6.05,0.77
plaything,6.21,0.9
playtime,6.63,1.23
playwright,6.1,0.81
plaza,6.33,0.99
plea,4.35,-0.56
plead,3.26,-1.41
pleasant,7.24,1.71
pleased,7.82,2.16
pleasing,7.65,2.03
pleasurable,7.75,2.11
pleasure,7.8,2.15
pledge,5.09,0.02
pliers,4.48,-0.46
plight,4.21,-0.67
plop,5.5,0.34
plot,4.9,-0.13
plow,5.09,0.02
ploy,3.9,-0.91
pluck,3.9,-0.91
plucky,5.16,0.08
plug,4.42,-0.51
plum,6.15,0.85
plumber,5.4,0.26
plumbing,4.45,-0.48
plume,5.19,0.1
plummet,3.95,-0.87
plump,4.95,-0.09
plunder,4.0,-0.83
plunge,4.62,-0.35
plunger,4.25,-0.64
plural,4.81,-0.2
plush,6.32,0.99
plutonium,4.05,-0.8
plywood,4.74,-0.25
pneumatic,4.5,-0.44
pneumonia,2.65,-1.89
poacher,3.1,-1.54
pocket,5.67,0.48
pocketbook,5.6,0.42
pocketful,6.25,0.93
pod,5.0,-0.05
podium,5.05,-0.01
poem,6.62,1.22
poet,6.85,1.4
poetic,6.83,1.39
poetry,6.15,0.85
pogo,5.4,0.26
poignant,5.1,0.03
point,5.45,0.3
pointer,4.57,-0.39
pointless,3.22,-1.45
pointy,4.26,-0.63
poise,5.5,0.34
poison,2.16,-2.28
poisoning,2.27,-2.19
poisonous,2.52,-2.0
poke,4.14,-0.72
poker,5.79,0.57
polar,5.19,0.1
pole,5.6,0.42
police,4.59,-0.37
police officer,4.67,-0.31
policeman,4.21,-0.67
policewoman,5.05,-0.01
policy,3.77,-1.01
polio,2.67,-1.88
polish,6.0,0.73
polite,6.57,1.18
politeness,7.33,1.78
political,4.35,-0.56
politician,3.25,-1.42
politics,4.0,-0.83
polka,4.79,-0.21
poll,4.63,-0.34
pollen,3.81,-0.98
polling,4.55,-0.4
pollute,1.88,-2.5
pollution,2.0,-2.4
polo,5.21,0.11
poltergeist,4.4,-0.52
polyester,4.29,-0.61
polygraph,3.95,-0.87
polymer,5.35,0.22
pomp,5.32,0.2
pompous,3.26,-1.41
poncho,5.48,0.33
pond,6.32,0.99
ponder,5.65,0.46
pong,5.05,-0.01
pony,6.71,1.29
ponytail,7.05,1.56
pooch,6.1,0.81
poodle,6.1,0.81
poof,5.7,0.5
pool,6.78,1.35
poop,2.6,-1.93
poor,3.67,-1.09
pop,6.05,0.77
popcorn,7.26,1.72
pope,5.18,0.09
Pope,3.7,-1.07
popper,5.05,-0.01
poppycock,5.68,0.48
popsicle,6.85,1.4
popular,5.71,0.51
popularity,5.81,0.59
population,4.81,-0.2
porcelain,6.14,0.84
porch,6.4,1.05
porcupine,6.38,1.03
pore,4.71,-0.28
pork,5.0,-0.05
porker,3.63,-1.12
porky,3.7,-1.07
porn,4.32,-0.58
porno,5.53,0.37
pornographic,4.77,-0.23
pornography,3.85,-0.95
porridge,5.0,-0.05
port,5.55,0.38
portable,5.91,0.66
portal,5.37,0.24
porterhouse,5.74,0.53
portfolio,5.95,0.7
porthole,4.86,-0.16
portion,5.16,0.08
portrait,6.05,0.77
portray,5.35,0.22
pose,5.63,0.44
posh,5.58,0.4
position,5.56,0.39
positioning,4.84,-0.18
positive,7.57,1.97
posse,4.52,-0.43
possess,4.67,-0.31
possession,5.14,0.06
possessive,3.26,-1.41
possibility,6.55,1.17
possible,7.14,1.63
possum,3.74,-1.04
post,5.05,-0.01
postage,5.09,0.02
postal,5.21,0.11
postcard,5.68,0.48
poster,5.35,0.22
posterior,5.33,0.21
posterity,5.89,0.65
postman,5.83,0.6
postmortem,3.19,-1.47
postpone,4.32,-0.58
postponement,4.0,-0.83
posture,4.89,-0.14
pot,5.81,0.59
potassium,6.1,0.81
potato,6.4,1.05
potatoes,6.11,0.82
potency,5.84,0.61
potent,4.9,-0.13
potential,6.86,1.41
pothead,3.71,-1.06
pothole,3.54,-1.2
potion,5.65,0.46
potluck,6.59,1.2
potpourri,5.5,0.34
potted,5.74,0.53
pottery,5.79,0.57
potty,4.29,-0.61
pouch,5.33,0.21
poultry,5.67,0.48
pounce,4.67,-0.31
pound,4.62,-0.35
pounding,4.1,-0.76
pour,5.16,0.08
pout,3.33,-1.36
pouty,3.71,-1.06
poverty,2.0,-2.4
powder,5.26,0.15
powdered,5.32,0.2
power,5.97,0.71
powerful,6.46,1.1
powerhouse,5.3,0.19
powerless,2.9,-1.7
powwow,5.74,0.53
pox,2.62,-1.92
practical,5.63,0.44
practice,5.72,0.51
practitioner,5.05,-0.01
pragmatic,4.58,-0.38
prairie,5.33,0.21
praise,7.65,2.03
prance,6.0,0.73
prank,4.79,-0.21
prawn,4.82,-0.19
pray,6.57,1.18
prayer,5.67,0.48
praying mantis,5.4,0.26
preach,4.15,-0.72
preacher,5.09,0.02
precarious,4.5,-0.44
precaution,4.57,-0.39
precautionary,5.68,0.48
precedence,5.38,0.25
precedent,5.25,0.15
precinct,4.85,-0.17
precious,6.84,1.39
precipice,4.58,-0.38
precise,6.1,0.81
precision,6.38,1.03
precocious,5.8,0.58
predator,3.24,-1.43
predatory,3.16,-1.49
predecessor,5.11,0.04
predicament,4.11,-0.75
predict,6.29,0.96
predictable,5.25,0.15
prediction,5.62,0.44
preemptive,4.26,-0.63
preface,5.52,0.36
prefect,6.45,1.09
prefer,5.62,0.44
preferable,6.26,0.94
preference,6.16,0.86
preferential,5.15,0.07
prefix,5.24,0.14
pregnancy,4.79,-0.21
pregnant,7.17,1.65
prehistoric,5.68,0.48
prejudice,2.71,-1.85
prejudiced,2.7,-1.85
prejudicial,3.16,-1.49
prelim,5.2,0.11
preliminary,4.73,-0.26
prelude,6.05,0.77
premarital,5.73,0.52
premature,4.1,-0.76
premed,4.6,-0.36
premier,5.37,0.24
premiere,6.47,1.1
premise,5.43,0.29
premises,5.05,-0.01
premium,6.9,1.44
premonition,5.11,0.04
prenatal,5.9,0.66
prenuptial,4.84,-0.18
preoccupied,4.24,-0.65
prep,5.29,0.18
preparation,5.62,0.44
prepare,5.32,0.2
preposterous,5.0,-0.05
preppy,4.96,-0.08
prerogative,5.32,0.2
preschool,6.05,0.77
prescribe,5.21,0.11
prescription,4.55,-0.4
presence,5.75,0.54
present,6.85,1.4
presentable,6.82,1.38
presentation,4.9,-0.13
presenter,5.71,0.51
preservation,6.68,1.27
preserve,4.9,-0.13
presidency,5.65,0.46
president,5.23,0.13
President,5.19,0.1
presidential,4.95,-0.09
press,5.39,0.26
pressure,3.56,-1.18
prestige,6.23,0.91
prestigious,6.47,1.1
presume,4.0,-0.83
presumption,4.42,-0.51
presumptuous,4.1,-0.76
pretend,4.62,-0.35
pretender,3.6,-1.15
pretense,4.6,-0.36
pretentious,3.76,-1.02
pretext,4.61,-0.36
pretty,7.7,2.07
pretzel,6.81,1.37
prevail,5.73,0.52
prevailing,5.09,0.02
prevent,5.42,0.28
prevention,5.74,0.53
preview,5.74,0.53
previous,4.74,-0.25
prey,3.74,-1.04
price,4.94,-0.1
priceless,6.95,1.48
pricey,4.05,-0.8
prick,2.81,-1.77
prickly,3.59,-1.16
pride,6.5,1.13
priest,4.5,-0.44
priestess,5.42,0.28
priesthood,5.0,-0.05
prig,3.86,-0.94
prima,4.6,-0.36
primal,4.79,-0.21
primary,5.32,0.2
primate,5.84,0.61
prime,6.0,0.73
primer,5.35,0.22
primitive,4.1,-0.76
primordial,4.91,-0.12
primrose,5.33,0.21
prince,5.44,0.3
princess,7.64,2.02
principal,5.3,0.19
principle,5.0,-0.05
principles,5.45,0.3
print,5.65,0.46
printer,5.65,0.46
printing,5.35,0.22
printout,5.24,0.14
prior,4.32,-0.58
prioritize,5.95,0.7
priority,6.17,0.87
prison,1.94,-2.45
prisoner,2.67,-1.88
prissy,3.95,-0.87
pristine,5.81,0.59
privacy,6.36,1.02
private,5.44,0.3
privilege,5.81,0.59
privileged,5.58,0.4
privy,4.42,-0.51
prize,8.0,2.3
prized,6.2,0.89
pro,6.36,1.02
proactive,6.06,0.78
probability,5.0,-0.05
probable,5.45,0.3
probate,4.05,-0.8
probation,3.6,-1.15
probe,3.63,-1.12
probing,3.83,-0.97
problem,3.52,-1.21
problematic,2.58,-1.95
procedural,4.71,-0.28
procedure,4.28,-0.61
proceed,5.7,0.5
proceeds,5.79,0.57
process,5.62,0.44
processing,5.53,0.37
procession,5.14,0.06
processor,5.26,0.15
proclaim,5.38,0.25
proclamation,5.71,0.51
procreate,5.33,0.21
procreation,5.14,0.06
proctologist,3.1,-1.54
procure,5.42,0.28
prod,4.65,-0.32
prodigal,5.53,0.37
prodigious,5.19,0.1
prodigy,5.8,0.58
produce,6.57,1.18
producer,6.15,0.85
product,5.5,0.34
production,6.06,0.78
productive,7.37,1.81
productivity,6.55,1.17
profane,2.47,-2.03
profanity,3.43,-1.28
profession,5.52,0.36
professional,6.29,0.96
professionalism,6.16,0.86
professor,5.72,0.51
proficiency,6.79,1.35
proficient,6.44,1.08
profile,5.94,0.69
profiler,4.43,-0.5
profit,6.95,1.48
profitable,6.5,1.13
profound,6.65,1.24
